t[s] ECG[a.u.] Pletism[a.u.]
37.8497 -1.792755e+06 -4.553134e+02
37.8647 -1.530613e+06 -4.481914e+02
37.8797 -1.268468e+06 -4.385776e+02
37.8947 -1.268468e+06 -4.256453e+02
37.9098 -1.006323e+06 -4.080894e+02
37.9248 -8.097158e+05 -3.843059e+02
37.9398 -6.131098e+05 -3.526496e+02
37.9548 -5.475708e+05 -3.117416e+02
37.9699 -5.475708e+05 -2.607830e+02
37.9849 -4.164998e+05 -1.998277e+02
37.9999 -1.543548e+05 -1.299698e+02
38.0149 -3.509658e+05 -5.340592e+01
38.0300 -2.328584e+04 2.664801e+01
38.0450 -2.328484e+04 1.061900e+02
38.0600 -2.198918e+05 1.807972e+02
38.0750 -8.882184e+04 2.460841e+02
38.0901 -2.198908e+05 2.981994e+02
38.1051 -4.165008e+05 3.342990e+02
38.1201 -2.198938e+05 3.529290e+02
38.1351 1.077882e+05 3.542641e+02
38.1502 4.225016e+04 3.401622e+02
38.1652 -1.543558e+05 3.140172e+02
38.1802 -2.328584e+04 2.804206e+02
38.1952 -2.328384e+04 2.446680e+02
38.2103 -8.881884e+04 2.121657e+02
38.2253 1.077882e+05 1.878116e+02
38.2403 3.699302e+05 1.754255e+02
38.2554 9.597572e+05 1.773024e+02
38.2704 8.286822e+05 1.939457e+02
38.2854 -1.543568e+05 2.240148e+02
38.3004 -1.543548e+05 2.644944e+02
38.3155 -2.328484e+04 3.110633e+02
38.3305 -6.786428e+05 3.586158e+02
38.3455 -1.543558e+05 4.018671e+02
38.3605 -8.752528e+05 4.359668e+02
38.3756 4.225316e+04 4.570420e+02
38.3906 1.590197e+07 4.626035e+02
38.4056 7.185674e+06 4.517667e+02
38.4206 -1.136101e+07 4.252671e+02
38.4357 -1.137398e+06 3.852742e+02
38.4507 -7.441788e+05 3.350386e+02
38.4657 -6.786448e+05 2.784252e+02
38.4807 -4.820348e+05 2.194003e+02
38.4958 -6.131068e+05 1.615437e+02
38.5108 -3.509658e+05 1.076511e+02
38.5258 -2.854288e+05 5.947509e+01
38.5408 -8.882084e+04 1.763285e+01
38.5559 3.699322e+05 -1.831680e+01
38.5709 2.388582e+05 -4.964990e+01
38.5859 5.665392e+05 -7.814933e+01
38.6009 1.221898e+06 -1.057282e+02
38.6160 1.811723e+06 -1.340654e+02
38.6310 2.336013e+06 -1.643097e+02
38.6460 2.729229e+06 -1.968944e+02
38.6610 2.467085e+06 -2.314878e+02
38.6761 1.877260e+06 -2.670799e+02
38.6911 1.077872e+05 -3.021862e+02
38.7061 -1.465075e+06 -3.351293e+02
38.7211 -2.120437e+06 -3.643478e+02
38.7362 -2.317045e+06 -3.886794e+02
38.7512 -1.989366e+06 -4.075670e+02
38.7662 -1.661684e+06 -4.211542e+02
38.7812 -1.530612e+06 -4.302499e+02
38.7963 -1.137396e+06 -4.361670e+02
38.8113 -1.137396e+06 -4.404602e+02
38.8263 -9.407868e+05 -4.446036e+02
38.8414 -4.820348e+05 -4.496621e+02
38.8564 -4.165018e+05 -4.560126e+02
38.8714 -4.820378e+05 -4.631631e+02
